Group,ID,List,Target,RT,RT_log,Relation_type,Branching,accuracy
L1,L1_15,C,reclosable,1011,6.9187,Constituent,Left,correct
L1,L1_15,C,recomputable,840,6.7334,NonConstituent,Left,correct
L1,L1_15,C,reusable,543,6.2971,Constituent,Left,correct
L1,L1_15,C,reattachable,1183,7.0758,Unrelated,Left,correct
L1,L1_15,C,uncleverness,1696,7.436,Constituent,Left,correct
L1,L1_15,C,unavoidable,664,6.4983,Unrelated,Right,correct
L1,L1_15,C,ungraceful,739,6.6053,Constituent,Right,correct
L1,L1_15,C,unclearness,1257,7.1365,Unrelated,Left,correct
L1,L1_15,C,unmovable,970,6.8773,Constituent,Right,correct
L1,L1_15,C,unawareness,1449,7.2786,NonConstituent,Left,correct
L1,L1_15,C,unresentful,1154,7.051,Unrelated,Right,correct
L1,L1_15,C,rehydratable,1259,7.1381,Unrelated,Left,incorrect
L1,L1_15,C,unsharpness,1406,7.2485,Unrelated,Left,correct
L1,L1_15,C,unskillful,977,6.8845,Constituent,Right,correct
L1,L1_16,D,unresentful,663,6.4968,Constituent,Right,correct
L1,L1_16,D,resellable,780,6.6593,Constituent,Left,correct
L1,L1_16,D,reclosable,801,6.6859,NonConstituent,Left,correct
L1,L1_16,D,unwariness,865,6.7627,NonConstituent,Left,incorrect
L1,L1_16,D,unbreakable,848,6.7429,Unrelated,Right,correct
L1,L1_16,D,unsharpness,813,6.7007,Constituent,Left,incorrect
L1,L1_16,D,unkindness,614,6.42,NonConstituent,Left,correct
L1,L1_16,D,unawareness,939,6.8448,Unrelated,Left,correct
L1,L1_16,D,unmovable,761,6.6346,Unrelated,Right,correct
L1,L1_16,D,rehydratable,972,6.8794,Constituent,Left,incorrect
L1,L1_16,D,untouchable,793,6.6758,Unrelated,Right,correct
L1,L1_16,D,resealable,984,6.8916,Unrelated,Left,incorrect
L1,L1_16,D,unclearness,689,6.5352,Constituent,Left,incorrect
L1,L1_16,D,untruthful,694,6.5425,Unrelated,Right,correct
L1,L1_16,D,reattachable,782,6.6619,Constituent,Left,correct
L1,L1_16,D,undeniable,848,6.7429,Constituent,Right,correct
L1,L1_16,D,uneventful,573,6.3509,Constituent,Right,correct
L1,L1_16,D,ungraceful,847,6.7417,Unrelated,Right,correct
L1,L1_16,D,unavoidable,533,6.2785,Constituent,Right,correct
L1,L1_16,D,readjustable,841,6.7346,Unrelated,Left,correct
L1,L1_16,D,unholiness,636,6.4552,Constituent,Left,correct
L1,L1_16,D,unripeness,751,6.6214,Unrelated,Left,incorrect
L1,L1_16,D,uncleverness,978,6.8855,NonConstituent,Left,correct
L1,L1_16,D,unskillful,1220,7.1066,Unrelated,Right,incorrect
L1,L1_16,D,unreadable,779,6.658,Constituent,Right,correct
L1,L1_16,D,recomputable,934,6.8395,Unrelated,Left,incorrect
L1,L1_16,D,unhappiness,641,6.463,Unrelated,Left,correct
L1,L1_16,D,unthankful,811,6.6983,Constituent,Right,correct
L1,L1_16,D,reusable,695,6.5439,NonConstituent,Left,correct
L1,L1_16,D,reobtainable,867,6.765,NonConstituent,Left,incorrect
L1,L1_17,E,reattachable,824,6.7142,NonConstituent,Left,correct
L1,L1_17,E,unholiness,781,6.6606,NonConstituent,Left,correct
L1,L1_17,E,reobtainable,1117,7.0184,Unrelated,Left,correct
L1,L1_17,E,recomputable,942,6.848,Constituent,Left,correct
L1,L1_17,E,unthankful,1067,6.9726,Constituent,Right,correct
L1,L1_17,E,unresentful,589,6.3784,Constituent,Right,correct
L1,L1_17,E,unawareness,709,6.5639,Constituent,Left,correct
L1,L1_17,E,unbreakable,770,6.6464,Unrelated,Right,correct
L1,L1_17,E,reclosable,933,6.8384,Unrelated,Left,correct
L1,L1_17,E,unreadable,667,6.5028,Constituent,Right,correct
L1,L1_17,E,untouchable,911,6.8145,Unrelated,Right,correct
L1,L1_17,E,rehydratable,857,6.7534,NonConstituent,Left,correct
L1,L1_17,E,unmovable,760,6.6333,Unrelated,Right,correct
L1,L1_17,E,reusable,733,6.5971,Unrelated,Left,correct
L1,L1_17,E,readjustable,712,6.5681,Constituent,Left,correct
L1,L1_17,E,unkindness,833,6.725,Unrelated,Left,incorrect
L1,L1_17,E,unskillful,1359,7.2145,Unrelated,Right,correct
L1,L1_17,E,unavoidable,761,6.6346,Constituent,Right,correct
L1,L1_17,E,unsharpness,1056,6.9622,NonConstituent,Left,incorrect
L1,L1_17,E,uneventful,821,6.7105,Constituent,Right,correct
L1,L1_17,E,unwariness,810,6.697,Unrelated,Left,incorrect
L1,L1_17,E,untruthful,680,6.5221,Unrelated,Right,correct
L1,L1_17,E,ungraceful,728,6.5903,Unrelated,Right,correct
L1,L1_17,E,unclearness,1018,6.9256,NonConstituent,Left,incorrect
L1,L1_17,E,resellable,1107,7.0094,NonConstituent,Left,correct
L1,L1_17,E,unhappiness,650,6.477,Constituent,Left,correct
L1,L1_17,E,undeniable,754,6.6254,Constituent,Right,correct
L1,L1_17,E,uncleverness,1431,7.2661,Unrelated,Left,correct
L1,L1_17,E,unripeness,809,6.6958,Constituent,Left,incorrect
L1,L1_17,E,resealable,791,6.6733,Constituent,Left,correct
L1,L1_18,F,undeniable,695,6.5439,Constituent,Right,correct
L1,L1_18,F,reusable,521,6.2558,Constituent,Left,correct
L1,L1_18,F,unbreakable,665,6.4998,Unrelated,Right,correct
L1,L1_18,F,resellable,842,6.7358,Unrelated,Left,correct
L1,L1_18,F,untouchable,605,6.4052,Unrelated,Right,correct
L1,L1_18,F,unawareness,729,6.5917,NonConstituent,Left,incorrect
L1,L1_18,F,unresentful,663,6.4968,Constituent,Right,correct
L1,L1_18,F,untruthful,699,6.5497,Unrelated,Right,correct
L1,L1_18,F,uneventful,514,6.2422,Constituent,Right,correct
L1,L1_18,F,reobtainable,877,6.7765,Constituent,Left,correct
L1,L1_18,F,unclearness,622,6.4329,Unrelated,Left,correct
L1,L1_18,F,uncleverness,793,6.6758,Constituent,Left,incorrect
L1,L1_18,F,readjustable,1011,6.9187,NonConstituent,Left,correct
L1,L1_18,F,reclosable,667,6.5028,Constituent,Left,correct
L1,L1_18,F,unthankful,676,6.5162,Constituent,Right,correct
L1,L1_18,F,unhappiness,634,6.452,NonConstituent,Left,correct
L1,L1_18,F,unwariness,991,6.8987,Constituent,Left,correct
L1,L1_18,F,reattachable,753,6.6241,Unrelated,Left,correct
L1,L1_18,F,resealable,864,6.7616,NonConstituent,Left,incorrect
L1,L1_18,F,unripeness,820,6.7093,NonConstituent,Left,incorrect
L1,L1_18,F,rehydratable,563,6.3333,Unrelated,Left,incorrect
L1,L1_18,F,recomputable,845,6.7393,NonConstituent,Left,correct
L1,L1_18,F,unskillful,590,6.3801,Unrelated,Right,correct
L1,L1_18,F,unkindness,1060,6.966,Constituent,Left,incorrect
L1,L1_18,F,unavoidable,594,6.3869,Constituent,Right,correct
L1,L1_18,F,unmovable,909,6.8123,Unrelated,Right,correct
L1,L1_18,F,ungraceful,713,6.5695,Unrelated,Right,correct
L1,L1_18,F,unsharpness,784,6.6644,Unrelated,Left,correct
L1,L1_18,F,unreadable,651,6.4785,Constituent,Right,correct
L1,L1_18,F,unholiness,1074,6.9791,Unrelated,Left,correct
L1,L1_19,A,unsharpness,1565,7.3556,Constituent,Left,correct
L1,L1_19,A,unholiness,1022,6.9295,Constituent,Left,correct
L1,L1_19,A,undeniable,1005,6.9127,Unrelated,Right,correct
L1,L1_19,A,reclosable,1118,7.0193,NonConstituent,Left,correct
L1,L1_19,A,reattachable,865,6.7627,Constituent,Left,correct
L1,L1_19,A,unhappiness,892,6.7935,Unrelated,Left,correct
L1,L1_19,A,recomputable,1441,7.2731,Unrelated,Left,incorrect
L1,L1_19,A,untouchable,759,6.632,Constituent,Right,correct
L1,L1_19,A,resellable,897,6.7991,Constituent,Left,correct
L1,L1_19,A,reobtainable,1162,7.0579,NonConstituent,Left,incorrect
L1,L1_19,A,uneventful,878,6.7776,Unrelated,Right,correct
L1,L1_19,A,unreadable,1044,6.9508,Unrelated,Right,correct
L1,L1_19,A,untruthful,998,6.9058,Constituent,Right,incorrect
L1,L1_19,A,unresentful,697,6.5468,Unrelated,Right,correct
L1,L1_19,A,unthankful,619,6.4281,Unrelated,Right,correct
L1,L1_19,A,resealable,1052,6.9584,Unrelated,Left,correct
L1,L1_19,A,uncleverness,853,6.7488,NonConstituent,Left,correct
L1,L1_19,A,unavoidable,1399,7.2435,Unrelated,Right,correct
L1,L1_19,A,reusable,912,6.8156,NonConstituent,Left,correct
L1,L1_19,A,ungraceful,993,6.9007,Constituent,Right,correct
L1,L1_19,A,unripeness,756,6.628,Unrelated,Left,incorrect
L1,L1_19,A,unawareness,860,6.7569,Unrelated,Left,correct
L1,L1_19,A,unmovable,993,6.9007,Constituent,Right,incorrect
L1,L1_19,A,unskillful,714,6.5709,Constituent,Right,correct
L1,L1_19,A,unbreakable,624,6.4362,Constituent,Right,correct
L1,L1_19,A,unkindness,631,6.4473,NonConstituent,Left,correct
L1,L1_19,A,readjustable,816,6.7044,Unrelated,Left,correct
L1,L1_19,A,rehydratable,1099,7.0022,Constituent,Left,incorrect
L1,L1_19,A,unclearness,744,6.612,Constituent,Left,correct
L1,L1_19,A,unwariness,1076,6.981,NonConstituent,Left,correct
L1,L1_20,B,unawareness,620,6.4297,Constituent,Left,correct
L1,L1_20,B,resellable,603,6.4019,NonConstituent,Left,incorrect
L1,L1_20,B,recomputable,735,6.5999,Constituent,Left,correct
L1,L1_20,B,unskillful,522,6.2577,Constituent,Right,correct
L1,L1_20,B,unhappiness,500,6.2146,Constituent,Left,correct
L1,L1_20,B,unbreakable,565,6.3368,Constituent,Right,correct
L1,L1_20,B,reusable,722,6.582,Unrelated,Left,correct
L1,L1_20,B,reobtainable,899,6.8013,Unrelated,Left,correct
L1,L1_20,B,unresentful,874,6.7731,Unrelated,Right,correct
L1,L1_20,B,uncleverness,752,6.6227,Unrelated,Left,correct
L1,L1_20,B,resealable,520,6.2538,Constituent,Left,correct
L1,L1_20,B,unreadable,914,6.8178,Unrelated,Right,correct
L1,L1_20,B,unkindness,798,6.6821,Unrelated,Left,correct
L1,L1_20,B,unripeness,859,6.7558,Constituent,Left,correct
L1,L1_20,B,unwariness,1507,7.3179,Unrelated,Left,correct
L1,L1_20,B,unthankful,727,6.5889,Unrelated,Right,correct
L1,L1_20,B,reclosable,664,6.4983,Unrelated,Left,incorrect
L1,L1_20,B,rehydratable,1164,7.0596,NonConstituent,Left,correct
L1,L1_20,B,undeniable,853,6.7488,Unrelated,Right,correct
L1,L1_20,B,untouchable,528,6.2691,Constituent,Right,correct
L1,L1_20,B,unsharpness,493,6.2005,NonConstituent,Left,correct
L1,L1_20,B,unholiness,1283,7.157,NonConstituent,Left,correct
L1,L1_20,B,unclearness,571,6.3474,NonConstituent,Left,correct
L1,L1_20,B,unavoidable,676,6.5162,Unrelated,Right,correct
L1,L1_20,B,reattachable,502,6.2186,NonConstituent,Left,correct
L1,L1_20,B,untruthful,498,6.2106,Constituent,Right,correct
L1,L1_20,B,ungraceful,612,6.4167,Constituent,Right,correct
L1,L1_20,B,readjustable,509,6.2324,Constituent,Left,correct
L1,L1_20,B,uneventful,419,6.0379,Unrelated,Right,incorrect
L1,L1_20,B,unmovable,615,6.4216,Constituent,Right,correct
L1,L1_21,C,unhappiness,749,6.6187,NonConstituent,Left,correct
L1,L1_21,C,unripeness,1211,7.0992,NonConstituent,Left,incorrect
L1,L1_21,C,unreadable,919,6.8233,Unrelated,Right,incorrect
L1,L1_21,C,unclearness,816,6.7044,Unrelated,Left,incorrect
L1,L1_21,C,readjustable,965,6.8721,NonConstituent,Left,correct
L1,L1_21,C,uncleverness,1044,6.9508,Constituent,Left,correct
L1,L1_21,C,undeniable,740,6.6067,Unrelated,Right,incorrect
L1,L1_21,C,unwariness,945,6.8512,Constituent,Left,correct
L1,L1_21,C,unkindness,660,6.4922,Constituent,Left,correct
L1,L1_21,C,unholiness,872,6.7708,Unrelated,Left,correct
L1,L1_21,C,unmovable,592,6.3835,Constituent,Right,correct
L1,L1_21,C,untruthful,723,6.5834,Constituent,Right,correct
L1,L1_21,C,untouchable,676,6.5162,Constituent,Right,correct
L1,L1_21,C,recomputable,1024,6.9315,NonConstituent,Left,correct
L1,L1_21,C,reusable,865,6.7627,Constituent,Left,correct
L1,L1_21,C,unresentful,1238,7.1213,Unrelated,Right,incorrect
L1,L1_21,C,resealable,888,6.789,NonConstituent,Left,correct
L1,L1_21,C,reclosable,974,6.8814,Constituent,Left,correct
L1,L1_21,C,uneventful,682,6.525,Unrelated,Right,correct
L1,L1_21,C,unthankful,745,6.6134,Unrelated,Right,correct
L1,L1_21,C,ungraceful,520,6.2538,Constituent,Right,correct
L1,L1_21,C,reattachable,701,6.5525,Unrelated,Left,correct
L1,L1_21,C,unavoidable,701,6.5525,Unrelated,Right,correct
L1,L1_21,C,unbreakable,422,6.045,Constituent,Right,correct
L1,L1_21,C,unsharpness,839,6.7322,Unrelated,Left,incorrect
L1,L1_21,C,reobtainable,733,6.5971,Constituent,Left,incorrect
L1,L1_21,C,resellable,936,6.8416,Unrelated,Left,incorrect
L1,L1_21,C,unawareness,672,6.5103,NonConstituent,Left,correct
L1,L1_21,C,rehydratable,1027,6.9344,Unrelated,Left,incorrect
L1,L1_21,C,unskillful,569,6.3439,Constituent,Right,correct
L1,L1_22,D,ungraceful,1113,7.0148,Unrelated,Right,correct
L1,L1_22,D,unbreakable,752,6.6227,Unrelated,Right,correct
L1,L1_22,D,unkindness,955,6.8617,NonConstituent,Left,correct
L1,L1_22,D,unreadable,974,6.8814,Constituent,Right,correct
L1,L1_22,D,reattachable,1034,6.9412,Constituent,Left,correct
L1,L1_22,D,unripeness,1598,7.3765,Unrelated,Left,correct
L1,L1_22,D,readjustable,1748,7.4662,Unrelated,Left,incorrect
L1,L1_22,D,unthankful,1093,6.9967,Constituent,Right,correct
L1,L1_22,D,unhappiness,829,6.7202,Unrelated,Left,correct
L1,L1_22,D,recomputable,1767,7.477,Unrelated,Left,correct
L1,L1_22,D,undeniable,997,6.9048,Constituent,Right,correct
L1,L1_22,D,unwariness,1338,7.1989,NonConstituent,Left,incorrect
L1,L1_22,D,unresentful,1484,7.3025,Constituent,Right,correct
L1,L1_22,D,reclosable,862,6.7593,NonConstituent,Left,incorrect
L1,L1_22,D,unawareness,999,6.9068,Unrelated,Left,correct
L1,L1_22,D,uneventful,1198,7.0884,Constituent,Right,correct
L1,L1_22,D,unavoidable,1379,7.2291,Constituent,Right,correct
L1,L1_22,D,rehydratable,1338,7.1989,Constituent,Left,incorrect
L1,L1_22,D,uncleverness,1491,7.3072,NonConstituent,Left,incorrect
L1,L1_22,D,unholiness,1082,6.9866,Constituent,Left,correct
L1,L1_22,D,reusable,1851,7.5235,NonConstituent,Left,correct
L1,L1_22,D,resealable,1349,7.2071,Unrelated,Left,incorrect
L1,L1_22,D,unmovable,1279,7.1538,Unrelated,Right,correct
L1,L1_22,D,unskillful,1058,6.9641,Unrelated,Right,correct
L1,L1_22,D,reobtainable,1188,7.08,NonConstituent,Left,correct
L1,L1_22,D,unsharpness,899,6.8013,Constituent,Left,correct
L1,L1_22,D,untruthful,1139,7.0379,Unrelated,Right,correct
L1,L1_22,D,resellable,1497,7.3112,Constituent,Left,correct
L1,L1_22,D,untouchable,976,6.8835,Unrelated,Right,correct
L1,L1_22,D,unclearness,1376,7.2269,Constituent,Left,correct
L1,L1_23,E,resellable,1148,7.0458,NonConstituent,Left,correct
L1,L1_23,E,undeniable,904,6.8068,Constituent,Right,correct
L1,L1_23,E,ungraceful,609,6.4118,Unrelated,Right,correct
L1,L1_23,E,unavoidable,450,6.1092,Constituent,Right,correct
L1,L1_23,E,unclearness,450,6.1092,NonConstituent,Left,correct
L1,L1_23,E,recomputable,747,6.6161,Constituent,Left,correct
L1,L1_23,E,uncleverness,1074,6.9791,Unrelated,Left,correct
L1,L1_23,E,rehydratable,770,6.6464,NonConstituent,Left,correct
L1,L1_23,E,unthankful,767,6.6425,Constituent,Right,correct
L1,L1_23,E,reobtainable,990,6.8977,Unrelated,Left,correct
L1,L1_23,E,unkindness,805,6.6908,Unrelated,Left,correct
L1,L1_23,E,unholiness,580,6.363,NonConstituent,Left,correct
L1,L1_23,E,unbreakable,698,6.5482,Unrelated,Right,correct
L1,L1_23,E,unawareness,649,6.4754,Constituent,Left,correct
L1,L1_23,E,unhappiness,573,6.3509,Constituent,Left,correct
L1,L1_23,E,unmovable,777,6.6554,Unrelated,Right,correct
L1,L1_23,E,unskillful,843,6.737,Unrelated,Right,correct
L1,L1_23,E,reattachable,707,6.561,NonConstituent,Left,correct
L1,L1_23,E,reclosable,717,6.5751,Unrelated,Left,correct
L1,L1_23,E,unripeness,838,6.731,Constituent,Left,correct
L1,L1_23,E,untruthful,703,6.5554,Unrelated,Right,correct
L1,L1_23,E,uneventful,823,6.713,Constituent,Right,correct
L1,L1_23,E,untouchable,711,6.5667,Unrelated,Right,correct
L1,L1_23,E,readjustable,681,6.5236,Constituent,Left,correct
L1,L1_23,E,unsharpness,504,6.2226,NonConstituent,Left,correct
L1,L1_23,E,unreadable,592,6.3835,Constituent,Right,correct
L1,L1_23,E,reusable,729,6.5917,Unrelated,Left,correct
L1,L1_23,E,resealable,774,6.6516,Constituent,Left,correct
L1,L1_23,E,unwariness,1367,7.2204,Unrelated,Left,correct
L1,L1_23,E,unresentful,1064,6.9698,Constituent,Right,correct
L1,L1_24,F,recomputable,821,6.7105,NonConstituent,Left,incorrect
L1,L1_24,F,unripeness,1376,7.2269,NonConstituent,Left,correct
L1,L1_24,F,unclearness,1253,7.1333,Unrelated,Left,correct
L1,L1_24,F,undeniable,611,6.4151,Constituent,Right,correct
L1,L1_24,F,unresentful,1053,6.9594,Constituent,Right,correct
L1,L1_24,F,unsharpness,669,6.5058,Unrelated,Left,correct
L1,L1_24,F,unavoidable,486,6.1862,Constituent,Right,correct
L1,L1_24,F,unreadable,670,6.5073,Constituent,Right,correct
L1,L1_24,F,unmovable,728,6.5903,Unrelated,Right,correct
L1,L1_24,F,unskillful,777,6.6554,Unrelated,Right,correct
L1,L1_24,F,unholiness,941,6.8469,Unrelated,Left,correct
L1,L1_24,F,reobtainable,887,6.7878,Constituent,Left,correct
L1,L1_24,F,resealable,674,6.5132,NonConstituent,Left,correct
L1,L1_24,F,ungraceful,686,6.5309,Unrelated,Right,correct
L1,L1_24,F,unkindness,648,6.4739,Constituent,Left,correct
L1,L1_24,F,reattachable,1092,6.9958,Unrelated,Left,correct
L1,L1_24,F,unthankful,705,6.5582,Constituent,Right,correct
L1,L1_24,F,untouchable,555,6.319,Unrelated,Right,correct
L1,L1_24,F,reusable,805,6.6908,Constituent,Left,correct
L1,L1_24,F,unbreakable,599,6.3953,Unrelated,Right,correct
L1,L1_24,F,rehydratable,1292,7.1639,Unrelated,Left,incorrect
L1,L1_24,F,reclosable,687,6.5323,Constituent,Left,correct
L1,L1_24,F,untruthful,604,6.4036,Unrelated,Right,correct
L1,L1_24,F,uncleverness,1096,6.9994,Constituent,Left,incorrect
L1,L1_24,F,resellable,1037,6.9441,Unrelated,Left,correct
L1,L1_24,F,unwariness,793,6.6758,Constituent,Left,correct
L1,L1_24,F,readjustable,1004,6.9117,NonConstituent,Left,correct
L1,L1_24,F,unhappiness,692,6.5396,NonConstituent,Left,correct
L1,L1_24,F,unawareness,610,6.4135,NonConstituent,Left,correct
L1,L1_24,F,uneventful,458,6.1269,Constituent,Right,correct
L1,L1_25,A,ungraceful,599,6.3953,Constituent,Right,correct
L1,L1_25,A,undeniable,643,6.4661,Unrelated,Right,correct
L1,L1_25,A,unawareness,694,6.5425,Unrelated,Left,correct
L1,L1_25,A,unclearness,692,6.5396,Constituent,Left,correct
L1,L1_25,A,uneventful,601,6.3986,Unrelated,Right,correct
L1,L1_25,A,unskillful,634,6.452,Constituent,Right,correct
L1,L1_25,A,reobtainable,879,6.7788,NonConstituent,Left,correct
L1,L1_25,A,untouchable,599,6.3953,Constituent,Right,correct
L1,L1_25,A,resealable,833,6.725,Unrelated,Left,correct
L1,L1_25,A,unkindness,571,6.3474,NonConstituent,Left,correct
L1,L1_25,A,unmovable,656,6.4862,Constituent,Right,correct
L1,L1_25,A,unthankful,617,6.4249,Unrelated,Right,correct
L1,L1_25,A,untruthful,532,6.2766,Constituent,Right,correct
L1,L1_25,A,unholiness,667,6.5028,Constituent,Left,correct
L1,L1_25,A,unripeness,895,6.7968,Unrelated,Left,correct
L1,L1_25,A,unhappiness,559,6.3261,Unrelated,Left,correct
L1,L1_25,A,recomputable,731,6.5944,Unrelated,Left,correct
L1,L1_25,A,resellable,689,6.5352,Constituent,Left,correct
L1,L1_25,A,unresentful,646,6.4708,Unrelated,Right,correct
L1,L1_25,A,readjustable,696,6.5453,Unrelated,Left,correct
L1,L1_25,A,unavoidable,595,6.3886,Unrelated,Right,correct
L1,L1_25,A,reclosable,487,6.1883,NonConstituent,Left,correct
L1,L1_25,A,rehydratable,690,6.5367,Constituent,Left,correct
L1,L1_25,A,uncleverness,727,6.5889,NonConstituent,Left,correct
L1,L1_25,A,unreadable,527,6.2672,Unrelated,Right,correct
L1,L1_25,A,reattachable,646,6.4708,Constituent,Left,correct
L1,L1_25,A,unbreakable,490,6.1944,Constituent,Right,correct
L1,L1_25,A,unsharpness,708,6.5624,Constituent,Left,correct
L1,L1_25,A,unwariness,910,6.8134,NonConstituent,Left,correct
L1,L1_25,A,reusable,611,6.4151,NonConstituent,Left,correct
L1,L1_26,B,resealable,863,6.7604,Constituent,Left,correct
L1,L1_26,B,rehydratable,1433,7.2675,NonConstituent,Left,incorrect
L1,L1_26,B,unavoidable,890,6.7912,Unrelated,Right,correct
L1,L1_26,B,uneventful,908,6.8112,Unrelated,Right,correct
L1,L1_26,B,unmovable,826,6.7166,Constituent,Right,correct
L1,L1_26,B,unwariness,1024,6.9315,Unrelated,Left,incorrect
L1,L1_26,B,untruthful,893,6.7946,Constituent,Right,correct
L1,L1_26,B,reclosable,1348,7.2064,Unrelated,Left,correct
L1,L1_26,B,unripeness,1585,7.3683,Constituent,Left,correct
L1,L1_26,B,unhappiness,777,6.6554,Constituent,Left,correct
L1,L1_26,B,unkindness,1327,7.1907,Unrelated,Left,correct
L1,L1_26,B,recomputable,858,6.7546,Constituent,Left,correct
L1,L1_26,B,reobtainable,1284,7.1577,Unrelated,Left,correct
L1,L1_26,B,unskillful,877,6.7765,Constituent,Right,correct
L1,L1_26,B,unreadable,921,6.8255,Unrelated,Right,correct
L1,L1_26,B,reattachable,1029,6.9363,NonConstituent,Left,correct
L1,L1_26,B,ungraceful,1195,7.0859,Constituent,Right,correct
L1,L1_26,B,unbreakable,789,6.6708,Constituent,Right,correct
L1,L1_26,B,resellable,1700,7.4384,NonConstituent,Left,correct
L1,L1_26,B,reusable,958,6.8648,Unrelated,Left,correct
L1,L1_26,B,unclearness,1259,7.1381,NonConstituent,Left,correct
L1,L1_26,B,unresentful,901,6.8035,Unrelated,Right,correct
L1,L1_26,B,undeniable,953,6.8596,Unrelated,Right,correct
L1,L1_26,B,unthankful,889,6.7901,Unrelated,Right,correct
L1,L1_26,B,readjustable,877,6.7765,Constituent,Left,correct
L1,L1_26,B,unawareness,786,6.667,Constituent,Left,correct
L1,L1_26,B,uncleverness,890,6.7912,Unrelated,Left,correct
L1,L1_26,B,unholiness,939,6.8448,NonConstituent,Left,correct
L1,L1_26,B,untouchable,844,6.7382,Constituent,Right,correct
L1,L1_26,B,unsharpness,1691,7.4331,NonConstituent,Left,correct
L1,L1_27,C,uneventful,807,6.6933,Unrelated,Right,correct
L1,L1_27,C,unhappiness,991,6.8987,NonConstituent,Left,incorrect
L1,L1_27,C,undeniable,943,6.8491,Unrelated,Right,correct
L1,L1_27,C,unavoidable,803,6.6884,Unrelated,Right,correct
L1,L1_27,C,unripeness,815,6.7032,NonConstituent,Left,incorrect
L1,L1_27,C,ungraceful,945,6.8512,Constituent,Right,correct
L1,L1_27,C,unkindness,1036,6.9431,Constituent,Left,correct
L1,L1_27,C,readjustable,898,6.8002,NonConstituent,Left,correct
L1,L1_27,C,reobtainable,803,6.6884,Constituent,Left,incorrect
L1,L1_27,C,unholiness,976,6.8835,Unrelated,Left,incorrect
L1,L1_27,C,uncleverness,883,6.7833,Constituent,Left,correct
L1,L1_27,C,reusable,603,6.4019,Constituent,Left,correct
L1,L1_27,C,unbreakable,600,6.3969,Constituent,Right,correct
L1,L1_27,C,recomputable,833,6.725,NonConstituent,Left,incorrect
L1,L1_27,C,unreadable,986,6.8937,Unrelated,Right,correct
L1,L1_27,C,resealable,801,6.6859,NonConstituent,Left,correct
L1,L1_27,C,untruthful,683,6.5265,Constituent,Right,correct
L1,L1_27,C,unawareness,723,6.5834,NonConstituent,Left,correct
L1,L1_27,C,unwariness,888,6.789,Constituent,Left,incorrect
L1,L1_27,C,unmovable,722,6.582,Constituent,Right,correct
L1,L1_27,C,reclosable,803,6.6884,Constituent,Left,correct
L1,L1_27,C,untouchable,795,6.6783,Constituent,Right,correct
L1,L1_27,C,unsharpness,1095,6.9985,Unrelated,Left,correct
L1,L1_27,C,unresentful,1464,7.2889,Unrelated,Right,correct
L1,L1_27,C,unthankful,1451,7.28,Unrelated,Right,correct
L1,L1_27,C,reattachable,1611,7.3846,Unrelated,Left,incorrect
L1,L1_27,C,unskillful,868,6.7662,Constituent,Right,correct
L1,L1_27,C,rehydratable,919,6.8233,Unrelated,Left,correct
L1,L1_27,C,unclearness,1385,7.2335,Unrelated,Left,incorrect
L1,L1_27,C,resellable,1018,6.9256,Unrelated,Left,incorrect
L1,L1_28,D,unreadable,548,6.3063,Constituent,Right,correct
L1,L1_28,D,reclosable,499,6.2126,NonConstituent,Left,incorrect
L1,L1_28,D,unavoidable,620,6.4297,Constituent,Right,correct
L1,L1_28,D,uneventful,627,6.4409,Constituent,Right,correct
L1,L1_28,D,readjustable,533,6.2785,Unrelated,Left,correct
L1,L1_28,D,untouchable,542,6.2953,Unrelated,Right,correct
L1,L1_28,D,ungraceful,620,6.4297,Unrelated,Right,correct
L1,L1_28,D,unbreakable,571,6.3474,Unrelated,Right,correct
L1,L1_28,D,resellable,692,6.5396,Constituent,Left,correct
L1,L1_28,D,unholiness,674,6.5132,Constituent,Left,correct
L1,L1_28,D,unripeness,757,6.6294,Unrelated,Left,correct
L1,L1_28,D,unresentful,869,6.7673,Constituent,Right,incorrect
L1,L1_28,D,unthankful,585,6.3716,Constituent,Right,incorrect
L1,L1_28,D,unskillful,720,6.5793,Unrelated,Right,correct
L1,L1_28,D,uncleverness,908,6.8112,NonConstituent,Left,incorrect
L1,L1_28,D,unwariness,740,6.6067,NonConstituent,Left,correct
L1,L1_28,D,rehydratable,977,6.8845,Constituent,Left,incorrect
L1,L1_28,D,unawareness,630,6.4457,Unrelated,Left,correct
L1,L1_28,D,reobtainable,951,6.8575,NonConstituent,Left,incorrect
L1,L1_28,D,reattachable,646,6.4708,Constituent,Left,correct
L1,L1_28,D,resealable,652,6.48,Unrelated,Left,correct
L1,L1_28,D,untruthful,623,6.4345,Unrelated,Right,correct
L1,L1_28,D,recomputable,942,6.848,Unrelated,Left,correct
L1,L1_28,D,undeniable,634,6.452,Constituent,Right,correct
L1,L1_28,D,unhappiness,568,6.3421,Unrelated,Left,correct
L1,L1_28,D,unkindness,562,6.3315,NonConstituent,Left,correct
L1,L1_28,D,unsharpness,733,6.5971,Constituent,Left,correct
L1,L1_28,D,reusable,688,6.5338,NonConstituent,Left,correct
L1,L1_28,D,unclearness,691,6.5381,Constituent,Left,incorrect
L1,L1_28,D,unmovable,636,6.4552,Unrelated,Right,correct
L1,L1_29,E,uncleverness,1038,6.9451,Unrelated,Left,incorrect
