Subject	Group	Trial	Condition	item	Remove	StimSlide.ACC	StimSlide.RT	Structure	Number	First_NP
218	monolingual	7	7	7	no	1	4388	Subject	Match	Plural
218	monolingual	7	7	8	no	1	4476	Subject	Match	Plural
218	monolingual	11	7	9	no	1	3679	Subject	Match	Plural
218	monolingual	39	7	10	no	1	4150	Subject	Match	Plural
218	monolingual	21	8	1	no	0	10795	Object	Match	Plural
218	monolingual	27	8	2	no	1	3408	Object	Match	Plural
218	monolingual	4	8	3	no	1	7416	Object	Match	Plural
218	monolingual	36	8	4	no	1	4112	Object	Match	Plural
218	monolingual	36	8	5	no	1	5418	Object	Match	Plural
218	monolingual	27	8	6	no	1	3834	Object	Match	Plural
218	monolingual	4	8	7	no	1	7850	Object	Match	Plural
218	monolingual	14	8	8	no	0	3619	Object	Match	Plural
218	monolingual	14	8	9	no	1	3428	Object	Match	Plural
218	monolingual	20	8	10	no	1	6002	Object	Match	Plural
219	monolingual	1	1	1	no	1	4796	Subject	Match	Singular
219	monolingual	1	1	2	no	1	4497	Subject	Match	Singular
219	monolingual	15	1	3	no	1	4626	Subject	Match	Singular
219	monolingual	26	1	4	no	1	5475	Subject	Match	Singular
219	monolingual	15	1	5	no	1	6696	Subject	Match	Singular
219	monolingual	33	1	6	no	1	5482	Subject	Match	Singular
219	monolingual	23	1	7	no	1	5539	Subject	Match	Singular
219	monolingual	26	1	8	no	1	4971	Subject	Match	Singular
219	monolingual	28	1	9	no	1	5457	Subject	Match	Singular
219	monolingual	24	1	10	no	1	5683	Subject	Match	Singular
219	monolingual	2	2	1	no	0	5097	Object	Match	Singular
219	monolingual	8	2	2	no	1	5728	Object	Match	Singular
219	monolingual	29	2	3	no	0	4331	Object	Match	Singular
219	monolingual	29	2	4	no	1	7688	Object	Match	Singular
219	monolingual	40	2	5	no	1	6288	Object	Match	Singular
219	monolingual	33	2	6	no	1	7046	Object	Match	Singular
219	monolingual	17	2	7	no	0	6144	Object	Match	Singular
219	monolingual	12	2	8	no	0	5145	Object	Match	Singular
219	monolingual	8	2	9	no	1	7086	Object	Match	Singular
219	monolingual	40	2	10	no	1	7964	Object	Match	Singular
219	monolingual	32	3	1	no	1	5940	Subject	Mismatch	Singular
219	monolingual	37	3	2	no	1	6262	Subject	Mismatch	Singular
219	monolingual	37	3	3	no	1	5369	Subject	Mismatch	Singular
219	monolingual	9	3	4	no	1	5288	Subject	Mismatch	Singular
219	monolingual	20	3	5	no	1	5752	Subject	Mismatch	Singular
219	monolingual	9	3	6	no	1	6182	Subject	Mismatch	Singular
219	monolingual	32	3	7	no	1	4249	Subject	Mismatch	Singular
219	monolingual	5	3	8	no	1	4495	Subject	Mismatch	Singular
219	monolingual	19	3	9	no	1	3971	Subject	Mismatch	Singular
219	monolingual	5	3	10	no	0	5819	Subject	Mismatch	Singular
219	monolingual	35	4	1	no	1	11687	Object	Mismatch	Singular
219	monolingual	25	4	2	no	1	4438	Object	Mismatch	Singular
219	monolingual	2	4	3	no	1	4823	Object	Mismatch	Singular
219	monolingual	12	4	4	no	1	9694	Object	Mismatch	Singular
219	monolingual	24	4	6	no	1	5980	Object	Mismatch	Singular
219	monolingual	16	4	7	no	1	5313	Object	Mismatch	Singular
219	monolingual	23	4	9	no	1	5268	Object	Mismatch	Singular
219	monolingual	16	4	10	no	1	11690	Object	Mismatch	Singular
219	monolingual	13	5	1	no	1	3899	Subject	Mismatch	Plural
219	monolingual	22	5	2	no	1	6533	Subject	Mismatch	Plural
219	monolingual	21	5	3	no	1	4025	Subject	Mismatch	Plural
219	monolingual	25	5	4	no	0	7357	Subject	Mismatch	Plural
219	monolingual	3	5	5	no	1	4909	Subject	Mismatch	Plural
219	monolingual	3	5	6	no	1	4965	Subject	Mismatch	Plural
219	monolingual	34	5	7	no	1	10558	Subject	Mismatch	Plural
219	monolingual	13	5	10	no	1	8234	Subject	Mismatch	Plural
219	monolingual	31	6	1	no	1	4418	Object	Mismatch	Plural
219	monolingual	10	6	2	no	1	4090	Object	Mismatch	Plural
219	monolingual	38	6	3	no	1	13239	Object	Mismatch	Plural
219	monolingual	18	6	4	no	1	6328	Object	Mismatch	Plural
219	monolingual	31	6	5	no	1	6927	Object	Mismatch	Plural
219	monolingual	10	6	6	no	1	6170	Object	Mismatch	Plural
219	monolingual	19	6	7	no	1	9006	Object	Mismatch	Plural
219	monolingual	6	6	9	no	1	6282	Object	Mismatch	Plural
219	monolingual	6	6	10	no	1	4107	Object	Mismatch	Plural
219	monolingual	11	7	1	no	1	8433	Subject	Match	Plural
219	monolingual	17	7	2	no	1	4780	Subject	Match	Plural
219	monolingual	30	7	3	no	1	11121	Subject	Match	Plural
219	monolingual	18	7	4	no	1	5334	Subject	Match	Plural
219	monolingual	30	7	5	no	1	8070	Subject	Match	Plural
219	monolingual	39	7	6	no	1	6530	Subject	Match	Plural
219	monolingual	7	7	7	no	1	4972	Subject	Match	Plural
219	monolingual	7	7	8	no	1	4973	Subject	Match	Plural
219	monolingual	11	7	9	no	1	4532	Subject	Match	Plural
219	monolingual	39	7	10	no	1	7108	Subject	Match	Plural
219	monolingual	21	8	1	no	1	6038	Object	Match	Plural
219	monolingual	27	8	2	no	0	4000	Object	Match	Plural
219	monolingual	4	8	3	no	1	4052	Object	Match	Plural
219	monolingual	36	8	4	no	1	8764	Object	Match	Plural
219	monolingual	36	8	5	no	1	8008	Object	Match	Plural
219	monolingual	27	8	6	no	1	4882	Object	Match	Plural
219	monolingual	4	8	7	no	1	5325	Object	Match	Plural
219	monolingual	14	8	8	no	1	6134	Object	Match	Plural
219	monolingual	14	8	9	no	1	5320	Object	Match	Plural
219	monolingual	20	8	10	no	1	8932	Object	Match	Plural
220	monolingual	1	1	1	no	1	4059	Subject	Match	Singular
220	monolingual	1	1	2	no	1	4481	Subject	Match	Singular
220	monolingual	15	1	3	no	1	3566	Subject	Match	Singular
220	monolingual	26	1	4	no	1	6328	Subject	Match	Singular
220	monolingual	15	1	5	no	1	4710	Subject	Match	Singular
220	monolingual	33	1	6	no	1	4339	Subject	Match	Singular
220	monolingual	23	1	7	no	1	5341	Subject	Match	Singular
220	monolingual	26	1	8	no	1	8145	Subject	Match	Singular
220	monolingual	28	1	9	no	1	5473	Subject	Match	Singular
220	monolingual	24	1	10	no	1	4071	Subject	Match	Singular
220	monolingual	2	2	1	no	1	3970	Object	Match	Singular
220	monolingual	8	2	2	no	1	6175	Object	Match	Singular
220	monolingual	29	2	3	no	1	4567	Object	Match	Singular
220	monolingual	29	2	4	no	1	4375	Object	Match	Singular
220	monolingual	40	2	5	no	1	4065	Object	Match	Singular
220	monolingual	33	2	6	no	1	3794	Object	Match	Singular
220	monolingual	17	2	7	no	1	4615	Object	Match	Singular
220	monolingual	12	2	8	no	1	3371	Object	Match	Singular
220	monolingual	8	2	9	no	1	4447	Object	Match	Singular
220	monolingual	40	2	10	no	1	3503	Object	Match	Singular
220	monolingual	32	3	1	no	1	3947	Subject	Mismatch	Singular
220	monolingual	37	3	2	no	1	4295	Subject	Mismatch	Singular
220	monolingual	37	3	3	no	1	4240	Subject	Mismatch	Singular
220	monolingual	9	3	4	no	1	3737	Subject	Mismatch	Singular
220	monolingual	20	3	5	no	1	3086	Subject	Mismatch	Singular
220	monolingual	9	3	6	no	1	4627	Subject	Mismatch	Singular
220	monolingual	32	3	7	no	1	4606	Subject	Mismatch	Singular
220	monolingual	5	3	8	no	1	3862	Subject	Mismatch	Singular
220	monolingual	19	3	9	no	1	4780	Subject	Mismatch	Singular
220	monolingual	5	3	10	no	1	4029	Subject	Mismatch	Singular
220	monolingual	35	4	1	no	1	8525	Object	Mismatch	Singular
220	monolingual	25	4	2	no	1	4524	Object	Mismatch	Singular
220	monolingual	2	4	3	no	0	6277	Object	Mismatch	Singular
220	monolingual	12	4	4	no	1	4442	Object	Mismatch	Singular
220	monolingual	24	4	6	no	1	3872	Object	Mismatch	Singular
220	monolingual	16	4	7	no	1	4029	Object	Mismatch	Singular
220	monolingual	23	4	9	no	1	5867	Object	Mismatch	Singular
220	monolingual	16	4	10	no	1	4072	Object	Mismatch	Singular
220	monolingual	13	5	1	no	1	5167	Subject	Mismatch	Plural
220	monolingual	22	5	2	no	1	5176	Subject	Mismatch	Plural
220	monolingual	21	5	3	no	1	4216	Subject	Mismatch	Plural
220	monolingual	25	5	4	no	1	3710	Subject	Mismatch	Plural
220	monolingual	3	5	5	no	1	3743	Subject	Mismatch	Plural
220	monolingual	3	5	6	no	1	4099	Subject	Mismatch	Plural
220	monolingual	34	5	7	no	1	6819	Subject	Mismatch	Plural
220	monolingual	13	5	10	no	1	5325	Subject	Mismatch	Plural
220	monolingual	31	6	1	no	1	4058	Object	Mismatch	Plural
220	monolingual	10	6	2	no	1	4463	Object	Mismatch	Plural
220	monolingual	38	6	3	no	1	3837	Object	Mismatch	Plural
220	monolingual	18	6	4	no	1	3994	Object	Mismatch	Plural
220	monolingual	31	6	5	no	1	5615	Object	Mismatch	Plural
220	monolingual	10	6	6	no	1	5838	Object	Mismatch	Plural
220	monolingual	19	6	7	no	1	4617	Object	Mismatch	Plural
220	monolingual	6	6	9	no	1	5356	Object	Mismatch	Plural
220	monolingual	6	6	10	no	1	4006	Object	Mismatch	Plural
220	monolingual	11	7	1	no	1	3742	Subject	Match	Plural
220	monolingual	17	7	2	no	1	4050	Subject	Match	Plural
220	monolingual	30	7	3	no	1	3647	Subject	Match	Plural
220	monolingual	18	7	4	no	1	4456	Subject	Match	Plural
220	monolingual	30	7	5	no	1	6178	Subject	Match	Plural
220	monolingual	39	7	6	no	1	4338	Subject	Match	Plural
220	monolingual	7	7	7	no	1	4516	Subject	Match	Plural
220	monolingual	7	7	8	no	1	5952	Subject	Match	Plural
220	monolingual	11	7	9	no	1	3683	Subject	Match	Plural
220	monolingual	39	7	10	no	1	4708	Subject	Match	Plural
220	monolingual	21	8	1	no	1	6487	Object	Match	Plural
220	monolingual	27	8	2	no	1	3769	Object	Match	Plural
220	monolingual	4	8	3	no	1	7427	Object	Match	Plural
220	monolingual	36	8	4	no	1	4051	Object	Match	Plural
220	monolingual	36	8	5	no	1	3446	Object	Match	Plural
220	monolingual	27	8	6	no	0	5381	Object	Match	Plural
220	monolingual	4	8	7	no	1	4104	Object	Match	Plural
220	monolingual	14	8	8	no	1	7934	Object	Match	Plural
220	monolingual	14	8	9	no	1	4303	Object	Match	Plural
220	monolingual	20	8	10	no	1	4008	Object	Match	Plural
221	monolingual	1	1	1	no	1	4215	Subject	Match	Singular
221	monolingual	1	1	2	no	1	6195	Subject	Match	Singular
221	monolingual	15	1	3	no	1	4885	Subject	Match	Singular
221	monolingual	26	1	4	no	1	6650	Subject	Match	Singular
221	monolingual	15	1	5	no	1	3645	Subject	Match	Singular
221	monolingual	33	1	6	no	1	3401	Subject	Match	Singular
221	monolingual	23	1	7	no	1	3929	Subject	Match	Singular
221	monolingual	26	1	8	no	1	2919	Subject	Match	Singular
221	monolingual	28	1	9	no	1	5100	Subject	Match	Singular
221	monolingual	24	1	10	no	1	4487	Subject	Match	Singular
221	monolingual	2	2	1	no	1	3371	Object	Match	Singular
221	monolingual	8	2	2	no	1	6151	Object	Match	Singular
221	monolingual	29	2	3	no	1	3891	Object	Match	Singular
221	monolingual	29	2	4	no	1	5331	Object	Match	Singular
221	monolingual	40	2	5	no	0	8917	Object	Match	Singular
221	monolingual	33	2	6	no	0	8986	Object	Match	Singular
221	monolingual	17	2	7	no	0	3759	Object	Match	Singular
221	monolingual	12	2	8	no	1	8117	Object	Match	Singular
221	monolingual	8	2	9	no	1	4583	Object	Match	Singular
221	monolingual	40	2	10	no	0	7158	Object	Match	Singular
221	monolingual	32	3	1	no	1	8360	Subject	Mismatch	Singular
221	monolingual	37	3	2	no	1	5939	Subject	Mismatch	Singular
221	monolingual	37	3	3	no	1	4193	Subject	Mismatch	Singular
221	monolingual	9	3	4	no	1	4200	Subject	Mismatch	Singular
221	monolingual	20	3	5	no	0	2830	Subject	Mismatch	Singular
221	monolingual	9	3	6	no	0	931	Subject	Mismatch	Singular
221	monolingual	32	3	7	no	1	4728	Subject	Mismatch	Singular
221	monolingual	5	3	8	no	1	3989	Subject	Mismatch	Singular
221	monolingual	19	3	9	no	1	3849	Subject	Mismatch	Singular
221	monolingual	5	3	10	no	1	3602	Subject	Mismatch	Singular
221	monolingual	35	4	1	no	1	2773	Object	Mismatch	Singular
221	monolingual	25	4	2	no	1	4494	Object	Mismatch	Singular
221	monolingual	2	4	3	no	1	4906	Object	Mismatch	Singular
221	monolingual	12	4	4	no	0	7451	Object	Mismatch	Singular
221	monolingual	24	4	6	no	1	7208	Object	Mismatch	Singular
221	monolingual	16	4	7	no	1	3495	Object	Mismatch	Singular
221	monolingual	23	4	9	no	1	10671	Object	Mismatch	Singular
221	monolingual	16	4	10	no	1	943	Object	Mismatch	Singular
221	monolingual	13	5	1	no	1	5335	Subject	Mismatch	Plural
221	monolingual	22	5	2	no	0	1250	Subject	Mismatch	Plural
221	monolingual	21	5	3	no	1	4021	Subject	Mismatch	Plural
221	monolingual	25	5	4	no	1	3648	Subject	Mismatch	Plural
221	monolingual	3	5	5	no	1	4727	Subject	Mismatch	Plural
221	monolingual	3	5	6	no	1	3613	Subject	Mismatch	Plural
221	monolingual	34	5	7	no	1	7848	Subject	Mismatch	Plural
221	monolingual	13	5	10	no	1	3883	Subject	Mismatch	Plural
221	monolingual	31	6	1	no	0	15753	Object	Mismatch	Plural
221	monolingual	10	6	2	no	1	3116	Object	Mismatch	Plural
221	monolingual	38	6	3	no	1	5460	Object	Mismatch	Plural
221	monolingual	18	6	4	no	1	1507	Object	Mismatch	Plural
221	monolingual	31	6	5	no	1	6600	Object	Mismatch	Plural
221	monolingual	10	6	6	no	1	5823	Object	Mismatch	Plural
221	monolingual	19	6	7	no	0	926	Object	Mismatch	Plural
221	monolingual	6	6	9	no	0	4083	Object	Mismatch	Plural
221	monolingual	6	6	10	no	1	4403	Object	Mismatch	Plural
221	monolingual	11	7	1	no	1	5121	Subject	Match	Plural
221	monolingual	17	7	2	no	1	8593	Subject	Match	Plural
221	monolingual	30	7	3	no	1	6418	Subject	Match	Plural
221	monolingual	18	7	4	no	1	1928	Subject	Match	Plural
221	monolingual	30	7	5	no	1	5446	Subject	Match	Plural
221	monolingual	39	7	6	no	1	7782	Subject	Match	Plural
221	monolingual	7	7	7	no	0	1502	Subject	Match	Plural
221	monolingual	7	7	8	no	1	3599	Subject	Match	Plural
221	monolingual	11	7	9	no	1	4052	Subject	Match	Plural
221	monolingual	39	7	10	no	1	5553	Subject	Match	Plural
221	monolingual	21	8	1	no	1	3648	Object	Match	Plural
221	monolingual	27	8	2	no	1	3178	Object	Match	Plural
221	monolingual	4	8	3	no	1	7658	Object	Match	Plural
221	monolingual	36	8	4	no	0	5394	Object	Match	Plural
221	monolingual	36	8	5	no	1	6827	Object	Match	Plural
221	monolingual	27	8	6	no	1	377	Object	Match	Plural
221	monolingual	4	8	7	no	1	3536	Object	Match	Plural
221	monolingual	14	8	8	no	1	3658	Object	Match	Plural
221	monolingual	14	8	9	no	1	442	Object	Match	Plural
221	monolingual	20	8	10	no	1	10109	Object	Match	Plural
222	monolingual	1	1	1	no	1	3913	Subject	Match	Singular
222	monolingual	1	1	2	no	1	5188	Subject	Match	Singular
222	monolingual	15	1	3	no	1	4870	Subject	Match	Singular
222	monolingual	26	1	4	no	1	4298	Subject	Match	Singular
222	monolingual	15	1	5	no	1	3720	Subject	Match	Singular
222	monolingual	33	1	6	no	1	4304	Subject	Match	Singular
222	monolingual	23	1	7	no	1	6417	Subject	Match	Singular
222	monolingual	26	1	8	no	1	847	Subject	Match	Singular
222	monolingual	28	1	9	no	1	3613	Subject	Match	Singular
222	monolingual	24	1	10	no	1	3729	Subject	Match	Singular
222	monolingual	2	2	1	no	1	3378	Object	Match	Singular
222	monolingual	8	2	2	no	1	3748	Object	Match	Singular
222	monolingual	29	2	3	no	1	4504	Object	Match	Singular
222	monolingual	29	2	4	no	1	4914	Object	Match	Singular
222	monolingual	40	2	5	no	1	3949	Object	Match	Singular
222	monolingual	33	2	6	no	1	4626	Object	Match	Singular
222	monolingual	17	2	7	no	1	3222	Object	Match	Singular
222	monolingual	12	2	8	no	1	4620	Object	Match	Singular
222	monolingual	8	2	9	no	1	3713	Object	Match	Singular
222	monolingual	40	2	10	no	1	3914	Object	Match	Singular
222	monolingual	32	3	1	no	1	4433	Subject	Mismatch	Singular
222	monolingual	37	3	2	no	1	4332	Subject	Mismatch	Singular
222	monolingual	37	3	3	no	1	4211	Subject	Mismatch	Singular
222	monolingual	9	3	4	no	1	3917	Subject	Mismatch	Singular
222	monolingual	20	3	5	no	1	2710	Subject	Mismatch	Singular
222	monolingual	9	3	6	no	1	3362	Subject	Mismatch	Singular
222	monolingual	32	3	7	no	1	5289	Subject	Mismatch	Singular
222	monolingual	5	3	8	no	1	3776	Subject	Mismatch	Singular
222	monolingual	19	3	9	no	1	5578	Subject	Mismatch	Singular
222	monolingual	5	3	10	no	1	5478	Subject	Mismatch	Singular
222	monolingual	35	4	1	no	0	4193	Object	Mismatch	Singular
222	monolingual	25	4	2	no	1	4001	Object	Mismatch	Singular
222	monolingual	2	4	3	no	1	3855	Object	Mismatch	Singular
222	monolingual	12	4	4	no	0	4813	Object	Mismatch	Singular
222	monolingual	24	4	6	no	1	3369	Object	Mismatch	Singular
222	monolingual	16	4	7	no	1	3785	Object	Mismatch	Singular
222	monolingual	23	4	9	no	1	3856	Object	Mismatch	Singular
222	monolingual	16	4	10	no	1	3907	Object	Mismatch	Singular
222	monolingual	13	5	1	no	1	3564	Subject	Mismatch	Plural
222	monolingual	22	5	2	no	1	3521	Subject	Mismatch	Plural
222	monolingual	21	5	3	no	1	4071	Subject	Mismatch	Plural
222	monolingual	25	5	4	no	1	5011	Subject	Mismatch	Plural
222	monolingual	3	5	5	no	1	3339	Subject	Mismatch	Plural
222	monolingual	3	5	6	no	1	3860	Subject	Mismatch	Plural
222	monolingual	34	5	7	no	1	4178	Subject	Mismatch	Plural
222	monolingual	13	5	10	no	1	5820	Subject	Mismatch	Plural
222	monolingual	31	6	1	no	0	4837	Object	Mismatch	Plural
222	monolingual	10	6	2	no	1	3433	Object	Mismatch	Plural
222	monolingual	38	6	3	no	0	4793	Object	Mismatch	Plural
222	monolingual	18	6	4	no	1	3208	Object	Mismatch	Plural
222	monolingual	31	6	5	no	0	3801	Object	Mismatch	Plural
222	monolingual	10	6	6	no	1	3898	Object	Mismatch	Plural
222	monolingual	19	6	7	no	1	3479	Object	Mismatch	Plural
222	monolingual	6	6	9	no	1	3719	Object	Mismatch	Plural
222	monolingual	6	6	10	no	1	3187	Object	Mismatch	Plural
222	monolingual	11	7	1	no	1	4888	Subject	Match	Plural
222	monolingual	17	7	2	no	1	3905	Subject	Match	Plural
222	monolingual	30	7	3	no	1	3416	Subject	Match	Plural
222	monolingual	18	7	4	no	0	3748	Subject	Match	Plural
222	monolingual	30	7	5	no	1	4073	Subject	Match	Plural
222	monolingual	39	7	6	no	1	3931	Subject	Match	Plural
222	monolingual	7	7	7	no	1	4055	Subject	Match	Plural
222	monolingual	7	7	8	no	1	3696	Subject	Match	Plural
222	monolingual	11	7	9	no	1	4341	Subject	Match	Plural
222	monolingual	39	7	10	no	1	4794	Subject	Match	Plural
222	monolingual	21	8	1	no	1	4826	Object	Match	Plural
222	monolingual	27	8	2	no	1	3200	Object	Match	Plural
222	monolingual	4	8	3	no	0	4083	Object	Match	Plural
222	monolingual	36	8	4	no	0	3978	Object	Match	Plural
222	monolingual	36	8	5	no	0	3735	Object	Match	Plural
222	monolingual	27	8	6	no	0	3896	Object	Match	Plural
222	monolingual	4	8	7	no	1	5242	Object	Match	Plural
222	monolingual	14	8	8	no	0	5265	Object	Match	Plural
222	monolingual	14	8	9	no	1	3911	Object	Match	Plural
222	monolingual	20	8	10	no	1	3854	Object	Match	Plural
223	monolingual	1	1	1	no	1	5022	Subject	Match	Singular
223	monolingual	15	1	5	no	1	3548	Subject	Match	Singular
223	monolingual	33	1	6	no	1	3793	Subject	Match	Singular
223	monolingual	23	1	7	no	1	4279	Subject	Match	Singular
223	monolingual	26	1	8	no	1	4360	Subject	Match	Singular
223	monolingual	28	1	9	no	1	3725	Subject	Match	Singular
223	monolingual	8	2	2	no	1	3957	Object	Match	Singular
223	monolingual	29	2	3	no	1	7082	Object	Match	Singular
223	monolingual	40	2	5	no	1	4501	Object	Match	Singular
223	monolingual	37	3	3	no	1	3924	Subject	Mismatch	Singular
223	monolingual	9	3	4	no	1	5210	Subject	Mismatch	Singular
223	monolingual	32	3	7	no	1	4118	Subject	Mismatch	Singular
223	monolingual	19	3	9	no	1	5734	Subject	Mismatch	Singular
223	monolingual	5	3	10	no	1	7210	Subject	Mismatch	Singular
223	monolingual	2	4	3	no	1	6129	Object	Mismatch	Singular
223	monolingual	12	4	4	no	1	6072	Object	Mismatch	Singular
223	monolingual	24	4	6	no	1	3857	Object	Mismatch	Singular
223	monolingual	16	4	7	no	0	3798	Object	Mismatch	Singular
223	monolingual	21	5	3	no	1	3863	Subject	Mismatch	Plural
223	monolingual	25	5	4	no	1	6189	Subject	Mismatch	Plural
223	monolingual	3	5	5	no	1	3604	Subject	Mismatch	Plural
223	monolingual	13	5	10	no	1	5931	Subject	Mismatch	Plural
223	monolingual	31	6	1	no	1	3978	Object	Mismatch	Plural
223	monolingual	18	6	4	no	0	5210	Object	Mismatch	Plural
223	monolingual	10	6	6	no	1	3160	Object	Mismatch	Plural
223	monolingual	6	6	9	no	1	3153	Object	Mismatch	Plural
223	monolingual	11	7	1	no	1	3782	Subject	Match	Plural
223	monolingual	17	7	2	no	1	4530	Subject	Match	Plural
223	monolingual	30	7	5	no	1	4424	Subject	Match	Plural
223	monolingual	7	7	8	no	1	4679	Subject	Match	Plural
223	monolingual	39	7	10	no	1	11387	Subject	Match	Plural
223	monolingual	27	8	2	no	1	6051	Object	Match	Plural
223	monolingual	36	8	4	no	1	7624	Object	Match	Plural
223	monolingual	4	8	7	no	1	4085	Object	Match	Plural
223	monolingual	14	8	8	no	1	4302	Object	Match	Plural
223	monolingual	20	8	10	no	1	4083	Object	Match	Plural
224	monolingual	1	1	1	no	1	6576	Subject	Match	Singular
224	monolingual	1	1	2	no	1	5685	Subject	Match	Singular
224	monolingual	15	1	3	no	1	5889	Subject	Match	Singular
224	monolingual	26	1	4	no	1	4944	Subject	Match	Singular
224	monolingual	15	1	5	no	1	3343	Subject	Match	Singular
224	monolingual	33	1	6	no	1	4211	Subject	Match	Singular
224	monolingual	23	1	7	no	1	5780	Subject	Match	Singular
224	monolingual	26	1	8	no	1	3951	Subject	Match	Singular
224	monolingual	28	1	9	no	1	5181	Subject	Match	Singular
224	monolingual	24	1	10	no	1	4119	Subject	Match	Singular
224	monolingual	2	2	1	no	1	5308	Object	Match	Singular
224	monolingual	8	2	2	no	1	3584	Object	Match	Singular
224	monolingual	29	2	3	no	1	8189	Object	Match	Singular
224	monolingual	29	2	4	no	1	6987	Object	Match	Singular
224	monolingual	40	2	5	no	1	6596	Object	Match	Singular
224	monolingual	33	2	6	no	1	5208	Object	Match	Singular
224	monolingual	17	2	7	no	0	4376	Object	Match	Singular
224	monolingual	12	2	8	no	1	6272	Object	Match	Singular
224	monolingual	8	2	9	no	1	4020	Object	Match	Singular
224	monolingual	40	2	10	no	1	6275	Object	Match	Singular
224	monolingual	32	3	1	no	1	5182	Subject	Mismatch	Singular
224	monolingual	37	3	2	no	1	5797	Subject	Mismatch	Singular
224	monolingual	37	3	3	no	1	4739	Subject	Mismatch	Singular
224	monolingual	9	3	4	no	1	3900	Subject	Mismatch	Singular
224	monolingual	20	3	5	no	1	8206	Subject	Mismatch	Singular
224	monolingual	9	3	6	no	1	6155	Subject	Mismatch	Singular
224	monolingual	32	3	7	no	1	4015	Subject	Mismatch	Singular
224	monolingual	5	3	8	no	1	4367	Subject	Mismatch	Singular
224	monolingual	19	3	9	no	1	4420	Subject	Mismatch	Singular
224	monolingual	5	3	10	no	1	4284	Subject	Mismatch	Singular
224	monolingual	35	4	1	no	1	4288	Object	Mismatch	Singular
224	monolingual	25	4	2	no	1	3612	Object	Mismatch	Singular
224	monolingual	2	4	3	no	1	5831	Object	Mismatch	Singular
224	monolingual	12	4	4	no	1	5790	Object	Mismatch	Singular
224	monolingual	24	4	6	no	1	4175	Object	Mismatch	Singular
224	monolingual	16	4	7	no	1	5234	Object	Mismatch	Singular
224	monolingual	23	4	9	no	1	8327	Object	Mismatch	Singular
224	monolingual	16	4	10	no	1	4118	Object	Mismatch	Singular
224	monolingual	13	5	1	no	1	4693	Subject	Mismatch	Plural
224	monolingual	22	5	2	no	1	3657	Subject	Mismatch	Plural
224	monolingual	21	5	3	no	1	4045	Subject	Mismatch	Plural
224	monolingual	25	5	4	no	1	4253	Subject	Mismatch	Plural
224	monolingual	3	5	5	no	1	4260	Subject	Mismatch	Plural
224	monolingual	3	5	6	no	1	5199	Subject	Mismatch	Plural
224	monolingual	34	5	7	no	1	3676	Subject	Mismatch	Plural
224	monolingual	13	5	10	no	1	6145	Subject	Mismatch	Plural
224	monolingual	31	6	1	no	1	4550	Object	Mismatch	Plural
224	monolingual	10	6	2	no	1	3613	Object	Mismatch	Plural
224	monolingual	38	6	3	no	1	5292	Object	Mismatch	Plural
224	monolingual	18	6	4	no	1	5743	Object	Mismatch	Plural
224	monolingual	31	6	5	no	1	5827	Object	Mismatch	Plural
224	monolingual	10	6	6	no	0	4260	Object	Mismatch	Plural
224	monolingual	19	6	7	no	1	3576	Object	Mismatch	Plural
224	monolingual	6	6	9	no	1	5540	Object	Mismatch	Plural
224	monolingual	6	6	10	no	1	3706	Object	Mismatch	Plural
224	monolingual	11	7	1	no	1	4087	Subject	Match	Plural
224	monolingual	17	7	2	no	1	4150	Subject	Match	Plural
224	monolingual	30	7	3	no	1	4178	Subject	Match	Plural
224	monolingual	18	7	4	no	1	6318	Subject	Match	Plural
224	monolingual	30	7	5	no	1	8118	Subject	Match	Plural
224	monolingual	39	7	6	no	1	5354	Subject	Match	Plural
224	monolingual	7	7	7	no	1	4587	Subject	Match	Plural
224	monolingual	7	7	8	no	1	4350	Subject	Match	Plural
224	monolingual	11	7	9	no	1	4572	Subject	Match	Plural
224	monolingual	39	7	10	no	1	7545	Subject	Match	Plural
224	monolingual	21	8	1	no	1	4952	Object	Match	Plural
224	monolingual	27	8	2	no	1	5214	Object	Match	Plural
224	monolingual	4	8	3	no	1	3768	Object	Match	Plural
224	monolingual	36	8	4	no	1	4112	Object	Match	Plural
224	monolingual	36	8	5	no	1	4384	Object	Match	Plural
224	monolingual	27	8	6	no	1	4069	Object	Match	Plural
224	monolingual	4	8	7	no	1	7843	Object	Match	Plural
224	monolingual	14	8	8	no	1	4043	Object	Match	Plural
224	monolingual	14	8	9	no	1	4517	Object	Match	Plural
224	monolingual	20	8	10	no	1	4496	Object	Match	Plural
225	monolingual	1	1	1	no	1	4034	Subject	Match	Singular
225	monolingual	1	1	2	no	1	4402	Subject	Match	Singular
225	monolingual	15	1	3	no	1	7037	Subject	Match	Singular
225	monolingual	26	1	4	no	1	4004	Subject	Match	Singular
225	monolingual	15	1	5	no	1	4694	Subject	Match	Singular
225	monolingual	33	1	6	no	1	4243	Subject	Match	Singular
225	monolingual	23	1	7	no	1	5160	Subject	Match	Singular
225	monolingual	26	1	8	no	1	4307	Subject	Match	Singular
225	monolingual	28	1	9	no	0	3839	Subject	Match	Singular
225	monolingual	24	1	10	no	0	3557	Subject	Match	Singular
225	monolingual	2	2	1	no	1	4425	Object	Match	Singular
225	monolingual	8	2	2	no	1	4893	Object	Match	Singular
225	monolingual	29	2	3	no	1	12576	Object	Match	Singular
