speaker,file,word,time,rel_time,cq,language,vowel,voicing,place
it01,it01-045,baga,1.235503455681502,0.31323935865298885,0.6203792253178797,Italian,a,voiced,velar
it01,it01-045,baga,1.2443994723034173,0.3762367840979525,0.612423773113163,Italian,a,voiced,velar
it01,it01-045,baga,1.2532472096484448,0.43889231830377723,0.6275293730100707,Italian,a,voiced,velar
it01,it01-045,baga,1.2620950099197477,0.5015482981240276,0.6206436061894799,Italian,a,voiced,velar
it01,it01-045,baga,1.270801679888287,0.5632048592039327,0.6198251961532457,Italian,a,voiced,velar
it01,it01-045,baga,1.279571603403233,0.6253093522901759,0.6269555910083312,Italian,a,voiced,velar
it01,it01-045,baga,1.288222333687839,0.68656977471412,0.6261437166884604,Italian,a,voiced,velar
it01,it01-045,baga,1.2968391064424842,0.7475897258065787,0.6243104258144241,Italian,a,voiced,velar
it01,it01-045,baga,1.3054103350765873,0.8082871547567957,0.6303230718820559,Italian,a,voiced,velar
it01,it01-045,baga,1.3139103978000273,0.8684806200408276,0.6216722673025242,Italian,a,voiced,velar
it01,it01-046,pogo,1.1163735303645232,0.04758366586407649,0.5917260680092475,Italian,o,voiced,velar
it01,it01-046,pogo,1.1247127196519004,0.11619965368276149,0.6549527988961218,Italian,o,voiced,velar
it01,it01-046,pogo,1.1331965215088897,0.1860055334649195,0.6454772696832282,Italian,o,voiced,velar
it01,it01-046,pogo,1.1418295262324125,0.2570390748002304,0.6374481788682523,Italian,o,voiced,velar
it01,it01-046,pogo,1.1504722818394357,0.32815284773605174,0.6479762157373625,Italian,o,voiced,velar
it01,it01-046,pogo,1.158962481164773,0.3980113667610794,0.6406602566574603,Italian,o,voiced,velar
it01,it01-046,pogo,1.1674328140581223,0.4677064220717928,0.627019573580499,Italian,o,voiced,velar
it01,it01-046,pogo,1.175925434015203,0.5375848583852404,0.6404497672438682,Italian,o,voiced,velar
it01,it01-046,pogo,1.1843335339146719,0.6067678521270334,0.6096182169295531,Italian,o,voiced,velar
it01,it01-046,pogo,1.1927053101912688,0.6756519701413876,0.6217521064867584,Italian,o,voiced,velar
it01,it01-046,pogo,1.2009773547477256,0.7437154819482981,0.6252803006303066,Italian,o,voiced,velar
it01,it01-046,pogo,1.2092120844724457,0.811471962225923,0.6243908850737202,Italian,o,voiced,velar
it01,it01-046,pogo,1.2173343859150279,0.8783033672508104,0.6110308256413258,Italian,o,voiced,velar
it01,it01-047,budu,1.3373638132943513,0.040245408945232854,0.5404360440946819,Italian,u,voiced,coronal
it01,it01-047,budu,1.345750314794771,0.10714347109256189,0.6071008985162437,Italian,u,voiced,coronal
it01,it01-047,budu,1.3539461540035578,0.17252064424533656,0.6126906696951405,Italian,u,voiced,coronal
it01,it01-047,budu,1.3623114920608814,0.23924988828282365,0.6198685712633315,Italian,u,voiced,coronal
it01,it01-047,budu,1.370561453784806,0.3050587898960389,0.6265315801995572,Italian,u,voiced,coronal
it01,it01-047,budu,1.378691299969222,0.36990954503703166,0.6217347097260818,Italian,u,voiced,coronal
it01,it01-047,budu,1.3869201825333133,0.4355503008573346,0.6157262229441105,Italian,u,voiced,coronal
it01,it01-047,budu,1.3951018370107036,0.5008143242011616,0.6369152286083642,Italian,u,voiced,coronal
it01,it01-047,budu,1.40311735637584,0.5647531087593207,0.6299832158198544,Italian,u,voiced,coronal
it01,it01-047,budu,1.4111861389743572,0.6291167673959867,0.6203463101767055,Italian,u,voiced,coronal
it01,it01-047,budu,1.4192487958078162,0.6934315615792747,0.6258479419791391,Italian,u,voiced,coronal
it01,it01-047,budu,1.4272723375734813,0.7574343398121643,0.6197912858602467,Italian,u,voiced,coronal
it01,it01-047,budu,1.435328893339185,0.8217004665493387,0.6172519974395906,Italian,u,voiced,coronal
it01,it01-047,budu,1.4434063846798943,0.8861335937214077,0.6177379914243436,Italian,u,voiced,coronal
it01,it01-048,poto,1.0348273974444084,0.04157045991878127,0.5396921185730426,Italian,o,voiceless,coronal
it01,it01-048,poto,1.043406670845669,0.11000630153137887,0.632873950879566,Italian,o,voiceless,coronal
it01,it01-048,poto,1.0518150821129828,0.17707919626147445,0.6513872846486534,Italian,o,voiceless,coronal
it01,it01-048,poto,1.0601463042321175,0.24353636235443238,0.6518365072442002,Italian,o,voiceless,coronal
it01,it01-048,poto,1.0684941106846768,0.31012581969892294,0.6470369033302953,Italian,o,voiceless,coronal
it01,it01-048,poto,1.0768964453889658,0.3771502424098554,0.6449296661803143,Italian,o,voiceless,coronal
it01,it01-048,poto,1.0853023213134951,0.4442029130126723,0.6373446359427866,Italian,o,voiceless,coronal
it01,it01-048,poto,1.09361271407859,0.510493925830488,0.6320740111386033,Italian,o,voiceless,coronal
it01,it01-048,poto,1.101768891270263,0.5755547793954988,0.6379880499584347,Italian,o,voiceless,coronal
it01,it01-048,poto,1.1098687135703735,0.6401660967057851,0.6390517395370721,Italian,o,voiceless,coronal
it01,it01-048,poto,1.117960025438638,0.7047095273153409,0.6260679982522817,Italian,o,voiceless,coronal
it01,it01-048,poto,1.1260046121966392,0.7688802372881082,0.6236188796114954,Italian,o,voiceless,coronal
it01,it01-048,poto,1.1340319398322114,0.8329132732978624,0.5959619144373958,Italian,o,voiceless,coronal
it01,it01-049,pugu,1.3277249182941524,0.06520917343141522,0.48449938855756275,Italian,u,voiced,velar
it01,it01-049,pugu,1.3353961369483427,0.14658880871711732,0.5532699544181603,Italian,u,voiced,velar
it01,it01-049,pugu,1.343022215834273,0.2274895816416394,0.5715315311424525,Italian,u,voiced,velar
it01,it01-049,pugu,1.3507628633130682,0.30960574819823267,0.5896782958465763,Italian,u,voiced,velar
it01,it01-049,pugu,1.358552896550715,0.39224582043719947,0.6025346946405697,Italian,u,voiced,velar
it01,it01-049,pugu,1.3662821488363333,0.4742411018115884,0.6040438424097974,Italian,u,voiced,velar
it01,it01-049,pugu,1.37402366515853,0.5563664854381591,0.5953977955429539,Italian,u,voiced,velar
it01,it01-049,pugu,1.3818921444426913,0.6398387475732464,0.601732956438036,Italian,u,voiced,velar
it01,it01-049,pugu,1.3896373987917987,0.7220037858206005,0.5978903872420536,Italian,u,voiced,velar
it01,it01-049,pugu,1.3974198211496378,0.8045631185250975,0.594229999681035,Italian,u,voiced,velar
it01,it01-050,pada,0.8371309737607859,0.043267192617396186,0.5324002385559948,Italian,a,voiced,coronal
it01,it01-050,pada,0.8449567914710774,0.0991901779335498,0.6058802752257447,Italian,a,voiced,coronal
it01,it01-050,pada,0.8534009770185517,0.15953199547387867,0.6169531601701603,Italian,a,voiced,coronal
it01,it01-050,pada,0.8620396649883131,0.2212637196678235,0.6143648229036841,Italian,a,voiced,coronal
it01,it01-050,pada,0.8705270321857133,0.281914111578797,0.6190233516684689,Italian,a,voiced,coronal
it01,it01-050,pada,0.8790468270638031,0.3427962304195533,0.6123235556618559,Italian,a,voiced,coronal
it01,it01-050,pada,0.8876169757419687,0.4040381755336136,0.6187810433082085,Italian,a,voiced,coronal
it01,it01-050,pada,0.8961185583066118,0.4647901498993563,0.6108493382519389,Italian,a,voiced,coronal
it01,it01-050,pada,0.9046904599543475,0.5260446216649635,0.6093161711173489,Italian,a,voiced,coronal
it01,it01-050,pada,0.9131536103476249,0.5865219612469028,0.6119004886263293,Italian,a,voiced,coronal
it01,it01-050,pada,0.9215204098709318,0.6463107813046174,0.6067386652364292,Italian,a,voiced,coronal
it01,it01-050,pada,0.9298766374398884,0.7060240545926806,0.6310138454703577,Italian,a,voiced,coronal
it01,it01-050,pada,0.9381479280567195,0.7651303717641628,0.6267935490597626,Italian,a,voiced,coronal
it01,it01-050,pada,0.9464301591858867,0.824314869406155,0.6330989929525979,Italian,a,voiced,coronal
it01,it01-050,pada,0.9546763771918354,0.8832420186871848,0.6291492324227228,Italian,a,voiced,coronal
it01,it01-051,poco,1.0830636242788125,0.09266256829798114,0.6201306837694777,Italian,o,voiceless,velar
it01,it01-051,poco,1.0916044137123833,0.16186437062496314,0.6352161774949584,Italian,o,voiceless,velar
it01,it01-051,poco,1.1001665425062064,0.23123907525816123,0.637571086719015,Italian,o,voiceless,velar
it01,it01-051,poco,1.108606557677363,0.29962435346386923,0.637295430330298,Italian,o,voiceless,velar
it01,it01-051,poco,1.117150291967405,0.36885001650969884,0.6224440528965725,Italian,o,voiceless,velar
it01,it01-051,poco,1.1256136931503016,0.4374247800287067,0.6231235059849407,Italian,o,voiceless,velar
it01,it01-051,poco,1.1339739090035166,0.5051634837381143,0.627381999845408,Italian,o,voiceless,velar
it01,it01-051,poco,1.1422541634930952,0.5722542999749173,0.629800550390085,Italian,o,voiceless,velar
it01,it01-051,poco,1.1505192297514306,0.6392220534685911,0.6273524953310088,Italian,o,voiceless,velar
it01,it01-051,poco,1.158827367523802,0.7065387941868568,0.6314658431024898,Italian,o,voiceless,velar
it01,it01-051,poco,1.1670833221560637,0.7734327206705868,0.617482843450887,Italian,o,voiceless,velar
it01,it01-051,poco,1.175303836891487,0.840039495158056,0.5957474657376656,Italian,o,voiceless,velar
it01,it01-052,pata,1.1441967880240564,0.0956694809029649,0.6683097630444175,Italian,a,voiceless,coronal
it01,it01-052,pata,1.1532844075157402,0.1782842035546469,0.6634602383657814,Italian,a,voiceless,coronal
it01,it01-052,pata,1.1625097139687823,0.2621506258550408,0.6766521728404105,Italian,a,voiceless,coronal
it01,it01-052,pata,1.1716916233033114,0.3456225288962258,0.6614352093976652,Italian,a,voiceless,coronal
it01,it01-052,pata,1.180915259258722,0.42947376485451466,0.6677498336350549,Italian,a,voiceless,coronal
it01,it01-052,pata,1.189993759840062,0.5120055883212538,0.6535268244542489,Italian,a,voiceless,coronal
it01,it01-052,pata,1.1990926648782463,0.5947229068502123,0.6746907774876716,Italian,a,voiceless,coronal
it01,it01-052,pata,1.2078008628937102,0.6738883433544408,0.6566797296211997,Italian,a,voiceless,coronal
it01,it01-052,pata,1.2167084201103613,0.7548661362330975,0.6495080514487346,Italian,a,voiceless,coronal
it01,it01-052,pata,1.225309254584332,0.8330555405419331,0.6234283050323801,Italian,a,voiceless,coronal
it01,it01-053,boco,0.9933752576203887,0.047765147045842005,0.6178320216177033,Italian,o,voiceless,velar
it01,it01-053,boco,1.002254619142444,0.11586035992424905,0.6625094697426199,Italian,o,voiceless,velar
it01,it01-053,boco,1.011350269350194,0.18561427585906243,0.6372556095134899,Italian,o,voiceless,velar
it01,it01-053,boco,1.0204358128646263,0.25529068425786117,0.637728648667451,Italian,o,voiceless,velar
it01,it01-053,boco,1.0294697836492845,0.3245715849386824,0.6231560544398176,Italian,o,voiceless,velar
it01,it01-053,boco,1.038425811556425,0.39325474705195657,0.6264352950997135,Italian,o,voiceless,velar
it01,it01-053,boco,1.0471431647169638,0.46010752894721785,0.6229472711257291,Italian,o,voiceless,velar
it01,it01-053,boco,1.055915514287593,0.5273820745293561,0.6293535207436334,Italian,o,voiceless,velar
it01,it01-053,boco,1.0645998263349383,0.5939814663997779,0.634158940301018,Italian,o,voiceless,velar
it01,it01-053,boco,1.073106649169612,0.6592197057041634,0.6306980750805288,Italian,o,voiceless,velar
it01,it01-053,boco,1.0816235638660388,0.7245353388023161,0.6150336559340792,Italian,o,voiceless,velar
it01,it01-053,boco,1.0898562092734687,0.7876709302723685,0.552248072790144,Italian,o,voiceless,velar
it01,it01-053,boco,1.0980435972099847,0.8504594453103405,0.5033658113516994,Italian,o,voiceless,velar
it01,it01-054,podo,1.060488581231849,0.04973472704574768,0.617424392008278,Italian,o,voiced,coronal
it01,it01-054,podo,1.0694357199445972,0.11549736813810783,0.6212788614929121,Italian,o,voiced,coronal
it01,it01-054,podo,1.0783028737629543,0.18067210978333445,0.647424272325143,Italian,o,voiced,coronal
it01,it01-054,podo,1.0871459036034938,0.24566953703276678,0.6496289592733688,Italian,o,voiced,coronal
it01,it01-054,podo,1.095961815701003,0.31046764532008175,0.6447615035098957,Italian,o,voiced,coronal
it01,it01-054,podo,1.104881282570054,0.3760268947378695,0.6488352759098939,Italian,o,voiced,coronal
it01,it01-054,podo,1.1138595117498145,0.4420180548338084,0.6422076898010952,Italian,o,voiced,coronal
it01,it01-054,podo,1.1227743934692294,0.5075436028013828,0.6434311069032147,Italian,o,voiced,coronal
it01,it01-054,podo,1.1316114723433528,0.5724972896684272,0.6202472835993516,Italian,o,voiced,coronal
it01,it01-054,podo,1.140468931531138,0.6376007745095189,0.6195843099711724,Italian,o,voiced,coronal
it01,it01-054,podo,1.14919433581927,0.7017336385466644,0.6196364599061814,Italian,o,voiced,coronal
it01,it01-054,podo,1.1578909624041496,0.7656549826967032,0.6007892884986034,Italian,o,voiced,coronal
it01,it01-054,podo,1.166619551354752,0.8298112544200112,0.6268043469991149,Italian,o,voiced,coronal
it01,it01-054,podo,1.1750278009740098,0.8916129901121571,0.6193337636067613,Italian,o,voiced,coronal
it01,it01-055,boto,1.0882586658358424,0.07143122280234483,0.5758649310289635,Italian,o,voiceless,coronal
it01,it01-055,boto,1.0972299243425665,0.14587952492404632,0.622777658930888,Italian,o,voiceless,coronal
it01,it01-055,boto,1.1062979407031543,0.2211307754761935,0.616954291773681,Italian,o,voiceless,coronal
it01,it01-055,boto,1.115468520422069,0.29723315164038266,0.6245365041741124,Italian,o,voiceless,coronal
it01,it01-055,boto,1.1244662434774781,0.3719010707438655,0.6145998464916544,Italian,o,voiceless,coronal
it01,it01-055,boto,1.1333212504789267,0.44538465568788604,0.6209062927654987,Italian,o,voiceless,coronal
it01,it01-055,boto,1.1420584655040673,0.5178907398015472,0.5906766304747308,Italian,o,voiceless,coronal
it01,it01-055,boto,1.1507413269647149,0.5899457689614654,0.5779119247756601,Italian,o,voiceless,coronal
it01,it01-055,boto,1.159436043100415,0.6620991745564401,0.5628281038796903,Italian,o,voiceless,coronal
it01,it01-055,boto,1.1681507435904663,0.7344184210141368,0.557346902374033,Italian,o,voiceless,coronal
it01,it01-055,boto,1.17666659723082,0.8050875299430622,0.544841744621452,Italian,o,voiceless,coronal
it01,it01-055,boto,1.185230844337791,0.8761582337453,0.5009230311559626,Italian,o,voiceless,coronal
it01,it01-056,paca,0.9392517396681501,0.046814580019515134,0.5892382573912078,Italian,a,voiceless,velar
it01,it01-056,paca,0.9480885363880721,0.11841478332299836,0.6281996382968322,Italian,a,voiceless,velar
it01,it01-056,paca,0.9571679659121416,0.1919809205113122,0.639668435849831,Italian,a,voiceless,velar
it01,it01-056,paca,0.9664430904238831,0.2671326776190252,0.6237931855340091,Italian,a,voiceless,velar
it01,it01-056,paca,0.9759871815416772,0.3444637384139891,0.6288131954402797,Italian,a,voiceless,velar
it01,it01-056,paca,0.985387494592369,0.4206298364785216,0.6359197104320495,Italian,a,voiceless,velar
it01,it01-056,paca,0.9947159770655364,0.4962139268181785,0.6377201867082845,Italian,a,voiceless,velar
it01,it01-056,paca,1.0039495714885844,0.571029186110234,0.63184088310455,Italian,a,voiceless,velar
it01,it01-056,paca,1.0132167598848714,0.6461166407904954,0.6343576898660257,Italian,a,voiceless,velar
it01,it01-056,paca,1.0222019001296847,0.718918798476049,0.6209485721118531,Italian,a,voiceless,velar
it01,it01-056,paca,1.0312766152569743,0.7924467372335752,0.5969454713906102,Italian,a,voiceless,velar
it01,it01-056,paca,1.0400015845170762,0.8631408578114053,0.554301530180705,Italian,a,voiceless,velar
it01,it01-057,bodo,0.9787972467667125,0.06847746042702481,0.6665777883877454,Italian,o,voiced,coronal
it01,it01-057,bodo,0.9876357627634283,0.12640736480205433,0.6732699550607112,Italian,o,voiced,coronal
it01,it01-057,bodo,0.9965108192039633,0.18457676463277495,0.6522332639050847,Italian,o,voiced,coronal
it01,it01-057,bodo,1.005645596992916,0.24444844490102302,0.6604382698951659,Italian,o,voiced,coronal
it01,it01-057,bodo,1.0146869363073143,0.30370770540356834,0.6512086981642653,Italian,o,voiced,coronal
it01,it01-057,bodo,1.0235680249674353,0.36191664195107637,0.6265897492327492,Italian,o,voiced,coronal
it01,it01-057,bodo,1.03284534159564,0.4227225583886854,0.6422735471236358,Italian,o,voiced,coronal
it01,it01-057,bodo,1.0416652200733731,0.4805303076764972,0.6294396988258362,Italian,o,voiced,coronal
it01,it01-057,bodo,1.0504949567044441,0.5384026698337533,0.629773550449347,Italian,o,voiced,coronal
it01,it01-057,bodo,1.0593098002122092,0.5961774186349574,0.6315996363316669,Italian,o,voiced,coronal
it01,it01-057,bodo,1.0680692737713067,0.6535892585685692,0.6247359921565171,Italian,o,voiced,coronal
it01,it01-057,bodo,1.0769329615089338,0.7116841449999176,0.6319866651408075,Italian,o,voiced,coronal
it01,it01-057,bodo,1.0856880274375633,0.7690670961911632,0.6223323202875544,Italian,o,voiced,coronal
it01,it01-057,bodo,1.0944269949127963,0.8263445339833048,0.630621985945596,Italian,o,voiced,coronal
it01,it01-057,bodo,1.1031034696957427,0.883212378616409,0.6321381769042953,Italian,o,voiced,coronal
it01,it01-058,pucu,0.941349570896225,0.05535408758175939,0.48959495528950187,Italian,u,voiceless,velar
it01,it01-058,pucu,0.9494266909559244,0.13986623665459655,0.49697985694672764,Italian,u,voiceless,velar
it01,it01-058,pucu,0.9577809740946298,0.2272783856379609,0.522440062921621,Italian,u,voiceless,velar
it01,it01-058,pucu,0.9660721009632999,0.3140297208574261,0.5354761768390988,Italian,u,voiceless,velar
it01,it01-058,pucu,0.9743467893268222,0.400609057470047,0.5452580460799046,Italian,u,voiceless,velar
it01,it01-058,pucu,0.9826312396239535,0.4872905346949538,0.5531763108964055,Italian,u,voiceless,velar
it01,it01-058,pucu,0.9908617435585187,0.5734075628338717,0.5515409333924157,Italian,u,voiceless,velar
it01,it01-058,pucu,0.9990677731473958,0.6592685121308295,0.5424700079293892,Italian,u,voiceless,velar
it01,it01-058,pucu,1.0074206917838933,0.7466663841177941,0.49532019107294367,Italian,u,voiceless,velar
it01,it01-058,pucu,1.0160183676174184,0.8366251882896172,0.44745761727798083,Italian,u,voiceless,velar
it01,it01-059,paga,1.0558666616438928,0.04343112328174208,0.5668659184023226,Italian,a,voiced,velar
it01,it01-059,paga,1.0636998385265195,0.10313840186518652,0.5662269301500715,Italian,a,voiced,velar
it01,it01-059,paga,1.0725523303786075,0.1706152640745137,0.6035076798551644,Italian,a,voiced,velar
it01,it01-059,paga,1.0813079869907436,0.23735401341659157,0.6029225848529645,Italian,a,voiced,velar
it01,it01-059,paga,1.0903720020656165,0.3064431813581809,0.6043335159817054,Italian,a,voiced,velar
it01,it01-059,paga,1.0996733116180295,0.3773410927622378,0.6195223899758873,Italian,a,voiced,velar
it01,it01-059,paga,1.1086357806925995,0.4456562407346668,0.6014549286672944,Italian,a,voiced,velar
it01,it01-059,paga,1.1176743549723815,0.5145514898279225,0.6092491880724107,Italian,a,voiced,velar
it01,it01-059,paga,1.126540320373073,0.5821310522484195,0.6122077948479439,Italian,a,voiced,velar
it01,it01-059,paga,1.1353999336798715,0.649662196735127,0.6048233697354827,Italian,a,voiced,velar
it01,it01-059,paga,1.1443606340973886,0.717963863370296,0.6252703404035747,Italian,a,voiced,velar
it01,it01-059,paga,1.153078093141957,0.7844114571771238,0.6228766082254933,Italian,a,voiced,velar
it01,it01-059,paga,1.1616527814927982,0.8497708016425077,0.6274900540858279,Italian,a,voiced,velar
it01,it01-060,bada,0.9176964821565302,0.06628506502397614,0.625564568703334,Italian,a,voiced,coronal
it01,it01-060,bada,0.9265638348828161,0.1289843812035916,0.6165894795929736,Italian,a,voiced,coronal
it01,it01-060,bada,0.9355879436006236,0.19279208832905528,0.6493009756125465,Italian,a,voiced,coronal
it01,it01-060,bada,0.944618184070193,0.25664315187151604,0.608029406200021,Italian,a,voiced,coronal
it01,it01-060,bada,0.953834457806158,0.32180962024219395,0.6221842574288161,Italian,a,voiced,coronal
it01,it01-060,bada,0.9628515156946388,0.38556747233302324,0.6194123961730204,Italian,a,voiced,coronal
it01,it01-060,bada,0.9718723636299267,0.44935212310328176,0.6182219508255806,Italian,a,voiced,coronal
it01,it01-060,bada,0.9809073217238281,0.5132365440443638,0.6255874048025215,Italian,a,voiced,coronal
it01,it01-060,bada,0.9898423890068652,0.5764146566060288,0.6291090026907604,Italian,a,voiced,coronal
it01,it01-060,bada,0.9987339657645765,0.639285256172284,0.6288088488143174,Italian,a,voiced,coronal
it01,it01-060,bada,1.007458358594946,0.7009737308987899,0.6216126685998404,Italian,a,voiced,coronal
it01,it01-060,bada,1.0160532902708899,0.7617468111321639,0.6323855499241852,Italian,a,voiced,coronal
it01,it01-060,bada,1.024513813811236,0.821569517736441,0.6591093497362341,Italian,a,voiced,coronal
it01,it01-060,bada,1.033056196769837,0.881971036270939,0.6462245019721908,Italian,a,voiced,coronal
it01,it01-061,bogo,0.9845954013026621,0.09071585422227482,0.636391106811787,Italian,o,voiced,velar
it01,it01-061,bogo,0.9932190288148645,0.15149579118812542,0.6660418538865023,Italian,o,voiced,velar
it01,it01-061,bogo,1.0017892154145904,0.21189907282104142,0.5873133799779242,Italian,o,voiced,velar
it01,it01-061,bogo,1.0103263617927094,0.27206948463394615,0.6330725187339947,Italian,o,voiced,velar
it01,it01-061,bogo,1.0187973124193754,0.33177334410620024,0.6329324022958334,Italian,o,voiced,velar
it01,it01-061,bogo,1.027285976174676,0.3916020469625582,0.6158595473347367,Italian,o,voiced,velar
it01,it01-061,bogo,1.0357467362418484,0.4512340826503561,0.6395775877748281,Italian,o,voiced,velar
it01,it01-061,bogo,1.044232754633995,0.5110441408000022,0.6315343099647945,Italian,o,voiced,velar
it01,it01-061,bogo,1.0528186478312413,0.571558123643736,0.6503382090466915,Italian,o,voiced,velar
it01,it01-061,bogo,1.0615038026148522,0.6327717091725144,0.659088194536238,Italian,o,voiced,velar
it01,it01-061,bogo,1.0701463983215953,0.6936853353157917,0.6704967169688989,Italian,o,voiced,velar
it01,it01-061,bogo,1.0786812092271343,0.7538392865526805,0.6603722679195038,Italian,o,voiced,velar
it01,it01-061,bogo,1.0873388737127192,0.8148591185155927,0.6331014302970194,Italian,o,voiced,velar
it01,it01-061,bogo,1.0958451758633698,0.874812138030577,0.653384457786502,Italian,o,voiced,velar
it01,it01-062,putu,0.9726044610802089,0.053078224270752115,0.5444410452043495,Italian,u,voiceless,coronal
it01,it01-062,putu,0.9806406823562712,0.12939769963255807,0.572091267767791,Italian,u,voiceless,coronal
it01,it01-062,putu,0.9885594201182065,0.20460144163488803,0.5809445338341948,Italian,u,voiceless,coronal
it01,it01-062,putu,0.9965471614378747,0.2804605059763325,0.5922090534127473,Italian,u,voiceless,coronal
it01,it01-062,putu,1.0045617497581951,0.35657453455213933,0.5881181607719757,Italian,u,voiceless,coronal
it01,it01-062,putu,1.01265992050772,0.43348234006952346,0.5926582533708891,Italian,u,voiceless,coronal
it01,it01-062,putu,1.0208035296294373,0.5108216708781969,0.5902794569553003,Italian,u,voiceless,coronal
it01,it01-062,putu,1.0289695022484944,0.5883733863793263,0.5868868655592362,Italian,u,voiceless,coronal
it01,it01-062,putu,1.0371628874834302,0.6661854377261593,0.5860698272393519,Italian,u,voiceless,coronal
it01,it01-062,putu,1.0453686143121976,0.7441146963939453,0.5785834477871737,Italian,u,voiceless,coronal
it01,it01-062,putu,1.0535827317637965,0.8221236402658162,0.5732681132585415,Italian,u,voiceless,coronal
it01,it01-063,bata,1.2543054981282142,0.09922760639384462,0.635231756767717,Italian,a,voiceless,coronal
it01,it01-063,bata,1.2631117641815468,0.1669681144964052,0.6209657951016981,Italian,a,voiceless,coronal
it01,it01-063,bata,1.2719558461720735,0.23499951442353575,0.624572148053844,Italian,a,voiceless,coronal
it01,it01-063,bata,1.280770683717396,0.3028059570798653,0.6427659270613819,Italian,a,voiceless,coronal
it01,it01-063,bata,1.2895661488955075,0.37046338152687897,0.6355806380598428,Italian,a,voiceless,coronal
it01,it01-063,bata,1.2983882870431647,0.43832598266270595,0.6263312884903157,Italian,a,voiceless,coronal
it01,it01-063,bata,1.3072147963592797,0.5062222081712857,0.6376906255804816,Italian,a,voiceless,coronal
it01,it01-063,bata,1.3158980322885951,0.5730163307044835,0.6343204463351982,Italian,a,voiceless,coronal
it01,it01-063,bata,1.3246975400003178,0.640704851563891,0.6311149486314434,Italian,a,voiceless,coronal
it01,it01-063,bata,1.3334120002118248,0.7077391608831781,0.6283966692202224,Italian,a,voiceless,coronal
it01,it01-063,bata,1.3421020160249237,0.7745854363685567,0.6347889025783924,Italian,a,voiceless,coronal
it01,it01-063,bata,1.3505457977333344,0.8395376033563332,0.6368087086215497,Italian,a,voiceless,coronal
it01,it01-064,bucu,0.973273268642059,0.05521355580063508,0.5337621512500367,Italian,u,voiceless,velar
it01,it01-064,bucu,0.9817766072377166,0.13475984031675,0.5423612139236976,Italian,u,voiceless,velar
it01,it01-064,bucu,0.9901656093532293,0.21323653997770792,0.533005690771661,Italian,u,voiceless,velar
it01,it01-064,bucu,0.9985568243972511,0.2917339409477843,0.5352827673095644,Italian,u,voiceless,velar
it01,it01-064,bucu,1.0068994302592669,0.36977661701440595,0.5377023101138343,Italian,u,voiceless,velar
it01,it01-064,bucu,1.0151556937379684,0.4470115849424364,0.5426304775444333,Italian,u,voiceless,velar
it01,it01-064,bucu,1.0234166086994316,0.5242900661525756,0.5584866775297761,Italian,u,voiceless,velar
it01,it01-064,bucu,1.0316405186841346,0.6012223764585736,0.5511745796888918,Italian,u,voiceless,velar
it01,it01-064,bucu,1.0399246355623741,0.6787179049205003,0.5730508459249817,Italian,u,voiceless,velar
it01,it01-064,bucu,1.0482549750368817,0.7566458324633822,0.5566915634219074,Italian,u,voiceless,velar
it01,it01-064,bucu,1.0568052007620021,0.8366307325771748,0.5757133197570795,Italian,u,voiceless,velar
it01,it01-066,butu,1.0033979891466576,0.08506211605865352,0.5266660778104564,Italian,u,voiceless,coronal
it01,it01-066,butu,1.0116018502798596,0.16395859734774113,0.5624023284946889,Italian,u,voiceless,coronal
it01,it01-066,butu,1.0197978328485227,0.24277931053085489,0.5871866818809477,Italian,u,voiceless,coronal
it01,it01-066,butu,1.028042133395992,0.32206469741442706,0.5896043634377643,Italian,u,voiceless,coronal
it01,it01-066,butu,1.03628854210175,0.4013703584430985,0.5873926713231215,Italian,u,voiceless,coronal
it01,it01-066,butu,1.0446018948954978,0.48131982034793513,0.594299825593708,Italian,u,voiceless,coronal
it01,it01-066,butu,1.0528968243075054,0.561092104705621,0.5323014635455587,Italian,u,voiceless,coronal
it01,it01-066,butu,1.0611766001320302,0.640718657107111,0.5301795421391444,Italian,u,voiceless,coronal
it01,it01-066,butu,1.0694730677059257,0.7205057339580673,0.527037507128,Italian,u,voiceless,coronal
it01,it01-066,butu,1.07775909932244,0.8001924482720564,0.5120012292706501,Italian,u,voiceless,coronal
it01,it01-067,bugu,0.9157887823715166,0.04747298587409078,0.5348979910503316,Italian,u,voiced,velar
it01,it01-067,bugu,0.9244085977721949,0.12960213461828113,0.5538219102939372,Italian,u,voiced,velar
it01,it01-067,bugu,0.9329531701855897,0.21101437212860982,0.5983075566852288,Italian,u,voiced,velar
it01,it01-067,bugu,0.9414968023353495,0.2924176508563725,0.6079567817803196,Italian,u,voiced,velar
it01,it01-067,bugu,0.9499463721031305,0.37292470814531353,0.6297575326869183,Italian,u,voiced,velar
it01,it01-067,bugu,0.9582870905487871,0.4523946357498939,0.6225980837313403,Italian,u,voiced,velar
it01,it01-067,bugu,0.9666789817541369,0.5323521347231323,0.6306700232235096,Italian,u,voiced,velar
it01,it01-067,bugu,0.9750002544297647,0.6116367840514491,0.6317742430866407,Italian,u,voiced,velar
it01,it01-067,bugu,0.9833360580434426,0.6910598833948811,0.6357464647044649,Italian,u,voiced,velar
it01,it01-067,bugu,0.9916500818140856,0.7702754655369476,0.6222672049418936,Italian,u,voiced,velar
it01,it01-067,bugu,1.0000282864307266,0.8501025594112811,0.6272263383739125,Italian,u,voiced,velar
